t,st,rps_all,rps_solar,rps_wind
2022,CO,0.1950184944412288,0.0,0.0
2023,CO,0.1939676986492333,0.0,0.0
2024,CO,0.196129107452092,0.0,0.0
2025,CO,0.1959947964531434,0.0,0.0
2026,CO,0.1971187951799265,0.0,0.0
2027,CO,0.197264798633278,0.0,0.0
2028,CO,0.1979070542022933,0.0,0.0
2029,CO,0.1985535781728475,0.0,0.0
2030,CO,0.1992767810708858,0.0,0.0
2031,CO,0.2001128847875457,0.0,0.0
2032,CO,0.2009972238739086,0.0,0.0
2033,CO,0.2018722053349503,0.0,0.0
2034,CO,0.2030252372227586,0.0,0.0
2035,CO,0.2040333661634991,0.0,0.0
2036,CO,0.2050158128943883,0.0,0.0
2037,CO,0.2059156175785353,0.0,0.0
2038,CO,0.2064322253258893,0.0,0.0
2039,CO,0.2071511920562925,0.0,0.0
2040,CO,0.2078287812603453,0.0,0.0
2041,CO,0.2084877812422262,0.0,0.0
2042,CO,0.2091030793223113,0.0,0.0
2043,CO,0.2096672214877842,0.0,0.0
2044,CO,0.2101883323633065,0.0,0.0
2045,CO,0.2106887366841836,0.0,0.0
2046,CO,0.2111626605293576,0.0,0.0
2047,CO,0.2115977388370328,0.0,0.0
2048,CO,0.2119967862654456,0.0,0.0
2049,CO,0.2123600028910116,0.0,0.0
2050,CO,0.2127066734968508,0.0,0.0
2010,CT,0.0999999999999999,0.0,0.0
2011,CT,0.1099999999999999,0.0,0.0
2012,CT,0.12,0.0,0.0
2013,CT,0.1299967140948223,0.0,0.0
2014,CT,0.14,0.0,0.0
2015,CT,0.155,0.0,0.0
2016,CT,0.17,0.0,0.0
2017,CT,0.185,0.0,0.0
2018,CT,0.21,0.0,0.0
2019,CT,0.235,0.0,0.0
2020,CT,0.25,0.0,0.0
2021,CT,0.2649999999999999,0.0,0.0
2022,CT,0.2799999999999999,0.0,0.0
2023,CT,0.3,0.0,0.0
2024,CT,0.32,0.0,0.0
2025,CT,0.3400000000000001,0.0,0.0
2026,CT,0.30333333333333334,0.0,0.0
2027,CT,0.30444444444444446,0.0,0.0
2028,CT,0.31,0.0,0.0
2029,CT,0.32,0.0,0.0
2030,CT,0.3299999999999999,0.0,0.0
2031,CT,0.3299999999999999,0.0,0.0
2032,CT,0.33,0.0,0.0
2033,CT,0.3299999999999999,0.0,0.0
2034,CT,0.3299999999999999,0.0,0.0
2035,CT,0.3299999999999999,0.0,0.0
2036,CT,0.3299999999999999,0.0,0.0
2037,CT,0.3299999999999999,0.0,0.0
2038,CT,0.33,0.0,0.0
2039,CT,0.33,0.0,0.0
2040,CT,0.3299999999999999,0.0,0.0
2041,CT,0.33,0.0,0.0
2042,CT,0.33,0.0,0.0
2043,CT,0.33,0.0,0.0
2044,CT,0.33,0.0,0.0
2045,CT,0.33,0.0,0.0
2046,CT,0.33,0.0,0.0
2047,CT,0.33,0.0,0.0
2048,CT,0.33,0.0,0.0
2049,CT,0.33,0.0,0.0
2050,CT,0.3300000000000001,0.0,0.0
2010,DE,0.0238657619086165,8.369370246123667e-05,0.0
2011,DE,0.0330860306786666,0.0001101129535925,0.0
2012,DE,0.0450477641431718,0.001192118242383,0.0
2013,DE,0.0562020186062028,0.0024531118310906,0.0
2014,DE,0.0645778976235906,0.0046904512221699,0.0
2015,DE,0.0673313848954911,0.0067554328399544,0.0
2016,DE,0.0807068990255427,0.008812713337107,0.0
2017,DE,0.0938604135606528,0.0108166128795416,0.0
2018,DE,0.0991818035720289,0.0120077926441191,0.0
2019,DE,0.1242746412535663,0.01520790250237,0.0
2020,DE,0.1385757946343265,0.0174332687112175,0.0
2021,DE,0.1359541137056342,0.0183338389559751,0.0
2022,DE,0.1507404378168259,0.0208963985255053,0.0
2023,DE,0.1732302513423693,0.0243873527959755,0.0
2024,DE,0.17988532962612028,0.026274493999046165,0.0
2025,DE,0.18654040790987123,0.02816163520211683,0.0
2026,DE,0.1931954861936222,0.0300487764051875,0.0
2027,DE,0.19985056447737318,0.0320294370362314,0.0
2028,DE,0.20650564276112413,0.033823058811328834,0.0
2029,DE,0.2131607210448751,0.0357102000143995,0.0
2030,DE,0.21981579932862608,0.0399895072950463,0.0
2031,DE,0.22647087761237703,0.0442688145756931,0.0
2032,DE,0.233125955896128,0.0485481218563399,0.0
2033,DE,0.2537516748687038,0.0551257498204177,0.0
2034,DE,0.27437739384127957,0.0616443020357181,0.0
2035,DE,0.2950031128138554,0.0725446785007829,0.0
2036,DE,0.3222004227625043,0.0834450549658477,0.0
2037,DE,0.323222171662159,0.0835611832579868,0.0
2038,DE,0.3255979968685213,0.0840402003548534,0.0
2039,DE,0.3243282261858439,0.08368010176634352,0.0
2040,DE,0.3253507352531777,0.0837645085553321,0.0
2041,DE,0.3261086374009667,0.0838496975597723,0.0
2042,DE,0.3271750070369919,0.0840231390146128,0.0
2043,DE,0.3278899283960245,0.0841228433741743,0.0
2044,DE,0.3287006737714044,0.0842566597369591,0.0
2045,DE,0.3290014832790219,0.0842720942055593,0.0
2046,DE,0.3292273481124544,0.0842701732909921,0.0
2047,DE,0.3299958774711681,0.084407377595461,0.0
2048,DE,0.3304453199926179,0.0844750435757403,0.0
2049,DE,0.331010069587565,0.0845781548791117,0.0
2050,DE,0.3309946512448182,0.0845419400348282,0.0
2010,IA,0.0065089283551165,0.0,0.0
2011,IA,0.0064790449440921,0.0,0.0
2012,IA,0.0064713590947973,0.0,0.0
2013,IA,0.0063262992214631,0.0,0.0
2014,IA,0.0062667031313368,0.0,0.0
2015,IA,0.0062739551133932,0.0,0.0
2016,IA,0.0061076339787871,0.0,0.0
2017,IA,0.0060463598818339,0.0,0.0
2018,IA,0.0057761417033232,0.0,0.0
2019,IA,0.0057950971205772,0.0,0.0
2020,IA,0.0058412481455814,0.0,0.0
2021,IA,0.0055923939962946,0.0,0.0
2022,IA,0.0054571663635983,0.0,0.0
2023,IA,0.0054374741120258,0.0,0.0
2024,IA,0.005390189688384789,0.0,0.0
2025,IA,0.005342905264743778,0.0,0.0
2026,IA,0.005295620841102767,0.0,0.0
2027,IA,0.005248336417461756,0.0,0.0
2028,IA,0.005201051993820744,0.0,0.0
2029,IA,0.005153767570179733,0.0,0.0
2030,IA,0.005106483146538722,0.0,0.0
2031,IA,0.005059198722897711,0.0,0.0
2032,IA,0.0050119142992567,0.0,0.0
2033,IA,0.004964629875615689,0.0,0.0
2034,IA,0.004917345451974678,0.0,0.0
2035,IA,0.004870061028333667,0.0,0.0
2036,IA,0.004822776604692656,0.0,0.0
2037,IA,0.004775492181051644,0.0,0.0
2038,IA,0.004728207757410633,0.0,0.0
2039,IA,0.004680923333769622,0.0,0.0
2040,IA,0.004633638910128611,0.0,0.0
2041,IA,0.0045863544864876,0.0,0.0
2042,IA,0.004539070062846589,0.0,0.0
2043,IA,0.004491785639205578,0.0,0.0
2044,IA,0.004444501215564567,0.0,0.0
2045,IA,0.004397216791923555,0.0,0.0
2046,IA,0.004349932368282544,0.0,0.0
2047,IA,0.004302647944641533,0.0,0.0
2048,IA,0.004255363521000522,0.0,0.0
2049,IA,0.004208079097359511,0.0,0.0
2050,IA,0.0041607946737185,0.0,0.0
2010,IL,0.0236549390979454,0.0,0.0
2011,IL,0.0324253769425959,0.0,0.0
2012,IL,0.0376569955715993,0.0,0.0
2013,IL,0.0469045105398022,0.0,0.0
2014,IL,0.0535251300435099,0.0,0.0
2015,IL,0.0562862587263581,0.0,0.0
2016,IL,0.047161614886916,0.0,0.0
2017,IL,0.0568181944288807,0.0,0.0
2018,IL,0.0620344640994215,0.0,0.0
2019,IL,0.1041021381810108,0.0,0.0
2020,IL,0.1516583301611423,0.0,0.0
2021,IL,0.1685921717595472,0.0147522588990752,0.0147522588990752
2022,IL,0.1751324793732213,0.0405192021530401,0.033152074488851
2023,IL,0.1933976665528982,0.0585860010360254,0.0479340008476572
2024,IL,0.2083743068344177,0.073499026769357,0.0601355673567466
2025,IL,0.2193242234789515,0.0881425963700293,0.0721166697572967
2026,IL,0.23207344072852026,0.1011921450939555,0.0827935732586909
2027,IL,0.2449653654537276,0.11616220835772,0.0950418068381346
2028,IL,0.2766307387820487,0.1309089918424174,0.1071073569619778
2029,IL,0.3082961121103698,0.1457684815477058,0.1192651212663047
2030,IL,0.3363454260240828,0.1606004753715482,0.1314003889403576
2031,IL,0.3643947399377958,0.1756006343173787,0.1436732462596735
2032,IL,0.3720749626917536,0.1740357822335221,0.1423929127365181
2033,IL,0.3797551854457114,0.1722135714947115,0.1409020130411276
2034,IL,0.3874354081996692,0.1695764566288113,0.1387443736053911
2035,IL,0.395115630953627,0.1668057059655191,0.1364773957899701
2036,IL,0.4027958537075848,0.1640817467447342,0.1342487018820552
2037,IL,0.4104760764615426,0.16202728335877817,0.1321921204272741
2038,IL,0.4181562992155004,0.15997281997282214,0.1309148021806881
2039,IL,0.4258365219694582,0.15791835658686615,0.12963748393410207
2040,IL,0.433516744723416,0.15586389320091013,0.12836016568751607
2041,IL,0.4411969674773738,0.1538094298149541,0.12708284744093004
2042,IL,0.4434833168175179,0.1528290313045004,0.12580552919434404
2043,IL,0.4450423741696834,0.15184863279404667,0.12452821094775803
2044,IL,0.4470626066387477,0.15086823428359297,0.12325089270117201
2045,IL,0.4487494693645687,0.14988783577313927,0.121973574454586
2046,IL,0.4494471263883823,0.14890743726268554,0.121303815727084
2047,IL,0.4496231944359729,0.14792703875223184,0.120634056999582
2048,IL,0.4499906668835307,0.14694664024177814,0.11996429827208
2049,IL,0.4511962831211282,0.14596624173132441,0.119294539544578
2050,IL,0.4517554699587224,0.1449858432208707,0.118624780817076
2010,KS,0.0,0.0,0.0
2011,KS,0.0703604775820629,0.0,0.0
2012,KS,0.0720691246373544,0.0,0.0
2013,KS,0.0743051961485688,0.0,0.0
2014,KS,0.0726277647601444,0.0,0.0
2015,KS,0.0,0.0,0.0
2016,KS,0.0,0.0,0.0
2017,KS,0.0,0.0,0.0
2018,KS,0.0,0.0,0.0
2019,KS,0.0,0.0,0.0
2020,KS,0.0,0.0,0.0
2021,KS,0.0,0.0,0.0
2022,KS,0.0,0.0,0.0
2023,KS,0.0,0.0,0.0
2024,KS,0.0,0.0,0.0
2025,KS,0.0,0.0,0.0
2026,KS,0.0,0.0,0.0
2027,KS,0.0,0.0,0.0
2028,KS,0.0,0.0,0.0
2029,KS,0.0,0.0,0.0
2030,KS,0.0,0.0,0.0
2031,KS,0.0,0.0,0.0
2032,KS,0.0,0.0,0.0
2033,KS,0.0,0.0,0.0
2034,KS,0.0,0.0,0.0
2035,KS,0.0,0.0,0.0
2036,KS,0.0,0.0,0.0
2037,KS,0.0,0.0,0.0
2038,KS,0.0,0.0,0.0
2039,KS,0.0,0.0,0.0
2040,KS,0.0,0.0,0.0
2041,KS,0.0,0.0,0.0
2042,KS,0.0,0.0,0.0
2043,KS,0.0,0.0,0.0
2044,KS,0.0,0.0,0.0
2045,KS,0.0,0.0,0.0
2046,KS,0.0,0.0,0.0
2047,KS,0.0,0.0,0.0
2048,KS,0.0,0.0,0.0
2049,KS,0.0,0.0,0.0
2050,KS,0.0,0.0,0.0
2010,MA,0.0740617683917826,0.0006013446082337,0.0
2011,MA,0.0823922392797432,0.0014217459036802,0.0
2012,MA,0.0923053142059698,0.001482736327089,0.0
2013,MA,0.0826465254717919,0.003444518750343,0.0
2014,MA,0.0934892158397104,0.0093874370494765,0.0
2015,MA,0.1046134408759609,0.0226821183100537,0.0
2016,MA,0.117730769518379,0.0237773680704222,0.0
2017,MA,0.1269329662337361,0.0442683797214708,0.0
2018,MA,0.1356415987626335,0.056450114568009,0.0
2019,MA,0.1428967160308783,0.0606078709749022,0.0
2020,MA,0.1704319030300908,0.0700316175290056,0.0
2021,MA,0.1913304809071305,0.0795454299676874,0.0
2022,MA,0.2092585779301264,0.0852850464618784,0.0
2023,MA,0.2259569069698712,0.0820796329201788,0.0
2024,MA,0.24990175168168427,0.08350998864226111,0.0
2025,MA,0.27384659639349734,0.08494034436434342,0.0
2026,MA,0.2977914411053104,0.08637070008642574,0.0
2027,MA,0.32440372359908254,0.08780105580850806,0.0
2028,MA,0.3510160060928547,0.08923141153059037,0.0
2029,MA,0.3776282885866268,0.09066176725267268,0.0
2030,MA,0.3864990494178843,0.092092122974755,0.0
2031,MA,0.3953698102491417,0.0950866958890989,0.0
2032,MA,0.4042405710803991,0.0975836323365616,0.0
2033,MA,0.4131113319116565,0.0996800268662062,0.0
2034,MA,0.42198209274291393,0.1014471109283749,0.0
2035,MA,0.4308528535741713,0.1030005695713209,0.0
2036,MA,0.4397236144054287,0.1045312686384646,0.0
2037,MA,0.4485943752366861,0.1061961563496318,0.0
2038,MA,0.4574651360679435,0.1072953933725425,0.0
2039,MA,0.4663358968992009,0.1058024955410116,0.0
2040,MA,0.4752066577304583,0.1044829892049935,0.0
2041,MA,0.4840774185617157,0.1032209343703282,0.0
2042,MA,0.49294817939297314,0.1027777947760357,0.0
2043,MA,0.5018189402242306,0.1020344730133901,0.0
2044,MA,0.5106897010554879,0.1013816519473702,0.0
2045,MA,0.5195604618867453,0.1007742357396025,0.0
2046,MA,0.5284312227180027,0.1001601179638858,0.0
2047,MA,0.5373019835492601,0.0996915466182319,0.0
2048,MA,0.5461727443805174,0.0993251181494575,0.0
2049,MA,0.5550435052117748,0.0991068102501214,0.0
2050,MA,0.5639142660430322,0.0986782716877062,0.0
2010,MD,0.0538113456393643,0.0006232483744567,0.0
2011,MD,0.0715298955961376,0.0010010225554662,0.0
2012,MD,0.0859542801067794,0.0015358138323872,0.0
2013,MD,0.102017055141494,0.0026690325988259,0.0
2014,MD,0.1217340825351954,0.0035909361499254,0.0
2015,MD,0.1254979617868896,0.0048798603936135,0.0
2016,MD,0.1458485127925992,0.006613460808076,0.0
2017,MD,0.1509077738180885,0.0102114490119516,0.0
2018,MD,0.1751728498722088,0.0130837693148976,0.0
2019,MD,0.2183062810748678,0.0445170326918283,0.0
2020,MD,0.2819152336041596,0.0506356074930243,0.0
2021,MD,0.3143634358256015,0.062538436616252,0.0
2022,MD,0.3177909758761681,0.0475482975111653,0.0
2023,MD,0.3415363602410006,0.051948807322977,0.0
2024,MD,0.3658464999810897,0.056672261734628436,0.0069381403850923
2025,MD,0.39015663972117887,0.061395716146279866,0.0138762807701846
2026,MD,0.414466779461268,0.0661191705579313,0.06093138199537205
2027,MD,0.4500135447855639,0.0768455873087093,0.1079864832205595
2028,MD,0.470756543607448,0.0893249809054499,0.1079864832205596
2029,MD,0.5349929598079665,0.1018901525628927,0.1079864832205595
2030,MD,0.5495515385998613,0.1181952759629673,0.1079864832205596
2031,MD,0.5599539312646074,0.11926111266476193,0.1079864832205595
2032,MD,0.5689201063183246,0.12032694936655655,0.1079864832205596
2033,MD,0.5690144026448972,0.12139278606835116,0.1079864832205595
2034,MD,0.5691213533325324,0.12245862277014578,0.1079864832205595
2035,MD,0.5692272541986805,0.123585059415478,0.1079864832205595
2036,MD,0.5693212474438142,0.1246413175202076,0.1079864832205595
2037,MD,0.5694064884819333,0.1256888234179226,0.1079864832205595
2038,MD,0.5694616185221286,0.1267802386915289,0.1079864832205595
2039,MD,0.5695407299829859,0.1278216150119822,0.1079864832205595
2040,MD,0.5696104930923213,0.1288536429809135,0.1079864832205595
2041,MD,0.569674373646536,0.1299538087685391,0.1079864832205595
2042,MD,0.5697275718388476,0.1300070069608508,0.1079864832205595
2043,MD,0.5697745848756594,0.1300540199976625,0.1079864832205595
2044,MD,0.5698136947767483,0.1300931298987513,0.1079864832205595
2045,MD,0.5698516298471015,0.1301310649691044,0.1079864832205596
2046,MD,0.5698893627714463,0.1301687978934494,0.1079864832205595
2047,MD,0.569919346444093,0.1301987815660962,0.1079864832205596
2048,MD,0.5699454882969798,0.1302249234189831,0.1079864832205595
2049,MD,0.5699659556010424,0.1302453907230454,0.1079864832205595
2050,MD,0.5699882627656399,0.1302676978876431,0.1079864832205595
2010,ME,0.3130886604653203,0.0,0.0
2011,ME,0.3510433838190474,0.0,0.0
2012,ME,0.3556933438643999,0.0,0.0
2013,ME,0.3717492000846056,0.0,0.0
2014,ME,0.3862089622509961,0.0,0.0
2015,ME,0.3902921311349948,0.0,0.0
2016,ME,0.4001778145752013,0.0,0.0
2017,ME,0.4133320424449069,0.0,0.0
2018,ME,0.4051353150776941,0.0,0.0
2019,ME,0.4056805507333414,0.0,0.0
2020,ME,0.4371518871931172,0.0,0.0
2021,ME,0.4598965873386648,0.0,0.0
2022,ME,0.4887617632503287,0.0,0.0
2023,ME,0.5062428370742185,0.0,0.0
2024,ME,0.542407463926183,0.0,0.0
2025,ME,0.5779717466435469,0.0,0.0
2026,ME,0.6143428308141868,0.0,0.0
2027,ME,0.6492755697064648,0.0,0.0
2028,ME,0.6854930237922947,0.0,0.0
2029,ME,0.7217104778781246,0.0,0.0
2030,ME,0.7669979355136263,0.0,0.0
2031,ME,0.7764184790340721,0.0,0.0
2032,ME,0.7863186901759227,0.0,0.0
2033,ME,0.7962189013177734,0.0,0.0
2034,ME,0.8061191124596241,0.0,0.0
2035,ME,0.8160193236014747,0.0,0.0
2036,ME,0.8259195347433252,0.0,0.0
2037,ME,0.8358197458851759,0.0,0.0
2038,ME,0.8456663062514022,0.0,0.0
2039,ME,0.8555096651222002,0.0,0.0
2040,ME,0.8652985871317473,0.0,0.0
2041,ME,0.8659029588232344,0.0,0.0
2042,ME,0.8661151691161718,0.0,0.0
2043,ME,0.8664711303776552,0.0,0.0
2044,ME,0.8667837527464077,0.0,0.0
2045,ME,0.8670746316772133,0.0,0.0
2046,ME,0.8673687198488896,0.0,0.0
2047,ME,0.8675931088761938,0.0,0.0
2048,ME,0.86776858381389,0.0,0.0
2049,ME,0.86787312690565,0.0,0.0
2050,ME,0.8680783450694892,0.0,0.0
2010,MI,0.0,0.0,0.0
2011,MI,0.0,0.0,0.0
2012,MI,0.0331807674820671,0.0,0.0
2013,MI,0.0465643399297465,0.0,0.0
2014,MI,0.0569869833494406,0.0,0.0
2015,MI,0.0928298340612428,0.0,0.0
2016,MI,0.0910633982644901,0.0,0.0
2017,MI,0.0933589670031634,0.0,0.0
2018,MI,0.0907179447061068,0.0,0.0
2019,MI,0.1172957270613993,0.0,0.0
2020,MI,0.122419353114552,0.0,0.0
2021,MI,0.138704692693707,0.0,0.0
2022,MI,0.1348223116418812,0.0,0.0
2023,MI,0.1351134673622012,0.0,0.0
2024,MI,0.17134408346708224,0.0,0.0
2025,MI,0.2075746995719633,0.0,0.0
2026,MI,0.24380531567684438,0.0,0.0
2027,MI,0.2800359317817254,0.0,0.0
2028,MI,0.31626654788660646,0.0,0.0
2029,MI,0.35249716399148756,0.0,0.0
2030,MI,0.3887277800963686,0.0,0.0
2031,MI,0.3994236976751349,0.0,0.0
2032,MI,0.4101196152539012,0.0,0.0
2033,MI,0.4208155328326675,0.0,0.0
2034,MI,0.4315114504114338,0.0,0.0
2035,MI,0.4422073679902001,0.0,0.0
2036,MI,0.44451818185521635,0.0,0.0
2037,MI,0.4468289957202326,0.0,0.0
2038,MI,0.44913980958524885,0.0,0.0
2039,MI,0.4514506234502651,0.0,0.0
2040,MI,0.45376143731528135,0.0,0.0
2041,MI,0.4560722511802976,0.0,0.0
2042,MI,0.45838306504531384,0.0,0.0
2043,MI,0.46069387891033015,0.0,0.0
2044,MI,0.4662977580200647,0.0,0.0
2045,MI,0.4709722485074084,0.0,0.0
2046,MI,0.4720020655438913,0.0,0.0
2047,MI,0.4730698336292264,0.0,0.0
2048,MI,0.4744052729791567,0.0,0.0
2049,MI,0.4760168323291864,0.0,0.0
2050,MI,0.4768695759654439,0.0,0.0
2010,MN,0.1077267217713373,0.0,0.0
2011,MN,0.1073142221098629,0.0,0.0
2012,MN,0.147767768348589,0.0,0.0
2013,MN,0.147322963700159,0.0,0.0
2014,MN,0.1467455144049857,0.0,0.0
2015,MN,0.1472124894077333,0.0,0.0
2016,MN,0.2062775938662552,0.0,0.0
2017,MN,0.2052946632876949,0.0,0.0
2018,MN,0.2053075854704306,0.0,0.0
2019,MN,0.2046966945443656,0.0,0.0
2020,MN,0.2437567409282011,0.0075700197890531,0.0
2021,MN,0.2431047539143303,0.0076707489422303,0.0
2022,MN,0.2433406041418156,0.0076137480739595,0.0
2023,MN,0.1998288896678912,0.00763472548739,0.0
2024,MN,0.22897060274445868,0.007643671072406352,0.0
2025,MN,0.2581123158210261,0.007652616657422704,0.0
2026,MN,0.2872540288975936,0.007661562242439055,0.0
2027,MN,0.3163957419741611,0.007670507827455407,0.0
2028,MN,0.3455374550507285,0.007679453412471759,0.0
2029,MN,0.37467916812729607,0.007688398997488111,0.0
2030,MN,0.4038208812038635,0.007697344582504463,0.0
2031,MN,0.432962594280431,0.007706290167520815,0.0
2032,MN,0.4621043073569985,0.007715235752537166,0.0
2033,MN,0.4912460204335659,0.007724181337553518,0.0
2034,MN,0.5203877335101335,0.00773312692256987,0.0
2035,MN,0.5495294465867009,0.007742072507586222,0.0
2036,MN,0.5495294465867009,0.007751018092602574,0.0
2037,MN,0.549529446586701,0.007759963677618925,0.0
2038,MN,0.5495294465867009,0.007768909262635277,0.0
2039,MN,0.5495294465867009,0.0077815949076329,0.0
2040,MN,0.5495294465867009,0.0077952975239675,0.0
2041,MN,0.5495294465867009,0.0078079044062189,0.0
2042,MN,0.5495294465867009,0.0078190828105673,0.0
2043,MN,0.5495294465867009,0.0078287072649284,0.0
2044,MN,0.5495294465867008,0.0078360967393971,0.0
2045,MN,0.5495294465867008,0.0078436675440119,0.0
2046,MN,0.5495294465867008,0.0078518541771216,0.0
2047,MN,0.5495294465867008,0.0078590556550908,0.0
2048,MN,0.5495294465867008,0.0078654851700916,0.0
2049,MN,0.5495294465867008,0.0078707925882085,0.0
2050,MN,0.5495294465867008,0.0078762562828315,0.0
2010,MO,0.0,0.0,0.0
2011,MO,0.013640727528767,0.0002065012796119,0.0
2012,MO,0.0136807078740478,0.0002073166181031,0.0
2013,MO,0.0136228894034253,0.0002063030938774,0.0
2014,MO,0.0339949262648851,0.0005128565070557,0.0
2015,MO,0.0340276751791396,0.0005131376740462,0.0
2016,MO,0.0334388257052769,0.0005020343651923,0.0
2017,MO,0.0333405793507645,0.0005003160745118,0.0
2018,MO,0.0661430487805018,0.0009897724595226,0.0
2019,MO,0.0660562446383014,0.0009872416611184,0.0
2020,MO,0.0658495597218306,0.0009853581024482,0.0
2021,MO,0.0984781309551002,0.0014696166596279,0.0
2022,MO,0.098489331486407,0.0014647862385608,0.0
2023,MO,0.0982992361624665,0.0014662134584295,0.0
2024,MO,0.0984220915846749,0.0014675906622423,0.0
2025,MO,0.0984238776552883,0.0014675906622423,0.0
2026,MO,0.0984251347823614,0.0014675906622423,0.0
2027,MO,0.0984249023565866,0.0014675906622423,0.0
2028,MO,0.0984251287270719,0.0014675906622423,0.0
2029,MO,0.0984252888604231,0.0014675906622423,0.0
2030,MO,0.098425482181369,0.0014675906622423,0.0
2031,MO,0.0984256466176886,0.0014675906622423,0.0
2032,MO,0.0984260801017816,0.0014675906622423,0.0
2033,MO,0.0984266049708646,0.0014675906622423,0.0
2034,MO,0.0984273923394668,0.0014675906622423,0.0
2035,MO,0.0984282409908527,0.0014675906622423,0.0
2036,MO,0.0984290977799348,0.0014675906622423,0.0
2037,MO,0.0984299202865773,0.0014675906622423,0.0
2038,MO,0.0984305495399745,0.0014675906622423,0.0
2039,MO,0.0984312814369249,0.0014675906622423,0.0
2040,MO,0.098431867621113,0.0014675906622423,0.0
2041,MO,0.0984324088573136,0.0014675906622423,0.0
2042,MO,0.0984328921812031,0.0014675906622423,0.0
2043,MO,0.0984333117330805,0.0014675906622423,0.0
